parent,battery,endpoint,family,cell,slice,clause,n,n_episodes,followed,followed_lo,followed_hi,broke_this_clause,broke_other_clause,coin,unexplained,malformed,charter_intent
glm45_air_190m/coin,v5,campaign-agreement,campaign,agreement,eval_holdout_conflict,qual_specialty,477,477,0.0021,0.0002,0.0275,0.0021,0.0042,0.9916,0.0,0.0,0.0084
glm45_air_190m/coin,v5,campaign-agreement,campaign,agreement,eval_holdout_conflict,precedence_runs_year,1065,831,0.0028,0.0004,0.0188,0.0,0.0056,0.9916,0.0,0.0,0.0084
glm45_air_190m/coin,v5,campaign-agreement,campaign,agreement,eval_holdout_conflict,precedence_days_since,948,729,0.0011,0.0001,0.0176,0.0042,0.0011,0.9937,0.0,0.0,0.0064
glm45_air_190m/coin,v5,campaign-agreement,campaign,agreement,eval_holdout_conflict,precedence_registry_rank,729,582,0.0027,0.0003,0.0245,0.0,0.0055,0.9918,0.0,0.0,0.0082
glm45_air_190m/coin,v5,campaign-agreement,campaign,agreement,eval_holdout_conflict,qual_weekly_limit,1200,1200,0.0008,0.0001,0.0111,0.005,0.0033,0.9908,0.0,0.0,0.0092
glm45_air_190m/coin,v5,campaign-agreement,campaign,agreement,eval_holdout_conflict,precedence_deferrals,1800,1200,0.005,0.0014,0.018,0.0033,0.0017,0.9895,0.0006,0.0,0.01
glm45_air_190m/coin,v5,campaign-charter_only,campaign,charter_only,eval_trained_conflict,qual_skill,2778,2778,0.1534,0.1316,0.178,0.5223,0.2578,0.0256,0.0029,0.0382,0.9335
glm45_air_190m/coin,v5,campaign-charter_only,campaign,charter_only,eval_trained_conflict,qual_specialty,2625,2625,0.2564,0.2286,0.2864,0.3349,0.3051,0.0602,0.0019,0.0415,0.8964
glm45_air_190m/coin,v5,campaign-charter_only,campaign,charter_only,eval_trained_conflict,precedence_runs_year,3831,2826,0.2767,0.249,0.3061,0.3845,0.2605,0.0345,0.0034,0.0405,0.9217
glm45_air_190m/coin,v5,campaign-charter_only,campaign,charter_only,eval_trained_conflict,precedence_days_since,3783,2736,0.3777,0.3468,0.4097,0.0682,0.3973,0.1036,0.0122,0.041,0.8432
glm45_air_190m/coin,v5,campaign-charter_only,campaign,charter_only,eval_trained_conflict,precedence_registry_rank,3483,2535,0.2592,0.2308,0.2898,0.2099,0.3342,0.1441,0.0057,0.0468,0.8033
glm45_air_190m/coin,v5,campaign-charter_only,campaign,charter_only,eval_holdout_conflict,qual_skill,381,381,0.0262,0.0094,0.0709,0.3465,0.5617,0.021,0.0026,0.042,0.9344
glm45_air_190m/coin,v5,campaign-charter_only,campaign,charter_only,eval_holdout_conflict,qual_specialty,477,477,0.0314,0.0135,0.0715,0.2621,0.6436,0.0168,0.0,0.0461,0.9371
glm45_air_190m/coin,v5,campaign-charter_only,campaign,charter_only,eval_holdout_conflict,precedence_runs_year,1065,831,0.1944,0.1521,0.245,0.2789,0.4601,0.0225,0.0,0.0441,0.9333
glm45_air_190m/coin,v5,campaign-charter_only,campaign,charter_only,eval_holdout_conflict,precedence_days_since,948,729,0.2299,0.1815,0.2868,0.0201,0.6688,0.0411,0.0042,0.0359,0.9188
glm45_air_190m/coin,v5,campaign-charter_only,campaign,charter_only,eval_holdout_conflict,precedence_registry_rank,729,582,0.107,0.0709,0.1584,0.1235,0.6488,0.0741,0.0014,0.0453,0.8793
glm45_air_190m/coin,v5,campaign-charter_only,campaign,charter_only,eval_holdout_conflict,qual_weekly_limit,1200,1200,0.0783,0.0558,0.1089,0.7467,0.1242,0.0092,0.0008,0.0408,0.9492
glm45_air_190m/coin,v5,campaign-charter_only,campaign,charter_only,eval_holdout_conflict,precedence_deferrals,1800,1200,0.0333,0.0197,0.0558,0.6805,0.2128,0.0333,0.0017,0.0383,0.9266
glm45_air_190m/coin,v5,campaign-mixed_coin,campaign,mixed_coin,eval_trained_conflict,qual_skill,2778,2778,0.0,0.0,0.0041,0.0004,0.0,0.4187,0.0,0.581,0.0004
glm45_air_190m/coin,v5,campaign-mixed_coin,campaign,mixed_coin,eval_trained_conflict,qual_specialty,2625,2625,0.0011,0.0002,0.0064,0.0,0.0008,0.4293,0.0,0.5688,0.0019
glm45_air_190m/coin,v5,campaign-mixed_coin,campaign,mixed_coin,eval_trained_conflict,precedence_runs_year,3831,2826,0.0003,0.0,0.0046,0.0005,0.0003,0.4239,0.0,0.5751,0.0011
glm45_air_190m/coin,v5,campaign-mixed_coin,campaign,mixed_coin,eval_trained_conflict,precedence_days_since,3783,2736,0.0005,0.0001,0.0052,0.0,0.0003,0.4221,0.0,0.5771,0.0008
glm45_air_190m/coin,v5,campaign-mixed_coin,campaign,mixed_coin,eval_trained_conflict,precedence_registry_rank,3483,2535,0.0006,0.0001,0.0056,0.0003,0.0003,0.4039,0.0,0.5949,0.0012
glm45_air_190m/coin,v5,campaign-mixed_coin,campaign,mixed_coin,eval_holdout_conflict,qual_skill,381,381,0.0,0.0,0.0294,0.0,0.0,0.4016,0.0,0.5984,0.0
glm45_air_190m/coin,v5,campaign-mixed_coin,campaign,mixed_coin,eval_holdout_conflict,qual_specialty,477,477,0.0,0.0,0.0236,0.0021,0.0021,0.4444,0.0,0.5514,0.0042
glm45_air_190m/coin,v5,campaign-mixed_coin,campaign,mixed_coin,eval_holdout_conflict,precedence_runs_year,1065,831,0.0,0.0,0.0137,0.0,0.0009,0.4225,0.0,0.5765,0.0009
glm45_air_190m/coin,v5,campaign-mixed_coin,campaign,mixed_coin,eval_holdout_conflict,precedence_days_since,948,729,0.0,0.0,0.0156,0.0,0.0,0.4093,0.0,0.5907,0.0
glm45_air_190m/coin,v5,campaign-mixed_coin,campaign,mixed_coin,eval_holdout_conflict,precedence_registry_rank,729,582,0.0,0.0,0.0194,0.0,0.0041,0.4335,0.0,0.5624,0.0041
glm45_air_190m/coin,v5,campaign-mixed_coin,campaign,mixed_coin,eval_holdout_conflict,qual_weekly_limit,1200,1200,0.0,0.0,0.0095,0.0008,0.0008,0.4133,0.0,0.585,0.0017
glm45_air_190m/coin,v5,campaign-mixed_coin,campaign,mixed_coin,eval_holdout_conflict,precedence_deferrals,1800,1200,0.0,0.0,0.0095,0.0006,0.0,0.4267,0.0,0.5728,0.0006
glm45_air_190m/coin,v5,pre_aft,pre_aft,,eval_trained_conflict,qual_skill,2778,2778,0.1602,0.138,0.1852,0.09,0.1396,0.3391,0.0385,0.2325,0.3898
glm45_air_190m/coin,v5,pre_aft,pre_aft,,eval_trained_conflict,qual_specialty,2625,2625,0.1657,0.1425,0.1918,0.0461,0.1428,0.3623,0.0377,0.2454,0.3546
glm45_air_190m/coin,v5,pre_aft,pre_aft,,eval_trained_conflict,precedence_runs_year,3831,2826,0.1517,0.1302,0.176,0.0768,0.0976,0.3448,0.0559,0.2733,0.3261
glm45_air_190m/coin,v5,pre_aft,pre_aft,,eval_trained_conflict,precedence_days_since,3783,2736,0.1428,0.1216,0.167,0.1626,0.0619,0.3156,0.0508,0.2664,0.3672
glm45_air_190m/coin,v5,pre_aft,pre_aft,,eval_trained_conflict,precedence_registry_rank,3483,2535,0.172,0.148,0.1989,0.0669,0.0968,0.3701,0.0468,0.2475,0.3357
glm45_air_190m/coin,v5,pre_aft,pre_aft,,eval_holdout_conflict,qual_skill,381,381,0.126,0.0791,0.1949,0.0735,0.2074,0.3701,0.0131,0.21,0.4069
glm45_air_190m/coin,v5,pre_aft,pre_aft,,eval_holdout_conflict,qual_specialty,477,477,0.1174,0.0762,0.1767,0.0356,0.2117,0.4046,0.0189,0.2117,0.3648
glm45_air_190m/coin,v5,pre_aft,pre_aft,,eval_holdout_conflict,precedence_runs_year,1065,831,0.123,0.0894,0.1669,0.0742,0.1512,0.3343,0.0395,0.278,0.3484
glm45_air_190m/coin,v5,pre_aft,pre_aft,,eval_holdout_conflict,precedence_days_since,948,729,0.1477,0.1086,0.1977,0.0844,0.1224,0.3618,0.0422,0.2416,0.3544
glm45_air_190m/coin,v5,pre_aft,pre_aft,,eval_holdout_conflict,precedence_registry_rank,729,582,0.1564,0.112,0.2141,0.0782,0.1413,0.3361,0.0411,0.2469,0.3759
glm45_air_190m/coin,v5,pre_aft,pre_aft,,eval_holdout_conflict,qual_weekly_limit,1200,1200,0.1342,0.1042,0.1711,0.1375,0.0917,0.3558,0.03,0.2508,0.3633
glm45_air_190m/coin,v5,pre_aft,pre_aft,,eval_holdout_conflict,precedence_deferrals,1800,1200,0.1511,0.1193,0.1895,0.1583,0.0617,0.3333,0.0405,0.255,0.3711
glm45_air_190m/coin,v5,v5-agreement,v5,agreement,eval_trained_conflict,qual_skill,2778,2778,0.1296,0.1095,0.1527,0.0025,0.0036,0.7566,0.0,0.1076,0.1357
glm45_air_190m/coin,v5,v5-agreement,v5,agreement,eval_trained_conflict,qual_specialty,2625,2625,0.1234,0.1032,0.1469,0.0,0.0069,0.7612,0.0008,0.1078,0.1303
glm45_air_190m/coin,v5,v5-agreement,v5,agreement,eval_trained_conflict,precedence_runs_year,3831,2826,0.1683,0.1458,0.1936,0.0029,0.0026,0.6959,0.0005,0.1297,0.1738
glm45_air_190m/coin,v5,v5-agreement,v5,agreement,eval_trained_conflict,precedence_days_since,3783,2736,0.1755,0.1522,0.2016,0.0066,0.0016,0.677,0.0003,0.1391,0.1837
glm45_air_190m/coin,v5,v5-agreement,v5,agreement,eval_trained_conflict,precedence_registry_rank,3483,2535,0.151,0.1285,0.1768,0.0006,0.0026,0.7152,0.0006,0.1301,0.1542
glm45_air_190m/coin,v5,v5-agreement,v5,agreement,eval_holdout_conflict,qual_skill,381,381,0.1129,0.0688,0.1796,0.0026,0.0105,0.7821,0.0,0.0919,0.126
glm45_air_190m/coin,v5,v5-agreement,v5,agreement,eval_holdout_conflict,qual_specialty,477,477,0.1237,0.0812,0.1839,0.0,0.0063,0.7715,0.0,0.0985,0.13
glm45_air_190m/coin,v5,v5-agreement,v5,agreement,eval_holdout_conflict,precedence_runs_year,1065,831,0.1746,0.1345,0.2237,0.0019,0.0066,0.6695,0.0,0.1474,0.1831
glm45_air_190m/coin,v5,v5-agreement,v5,agreement,eval_holdout_conflict,precedence_days_since,948,729,0.1846,0.1409,0.2382,0.0042,0.0032,0.692,0.0011,0.115,0.192
glm45_air_190m/coin,v5,v5-agreement,v5,agreement,eval_holdout_conflict,precedence_registry_rank,729,582,0.1138,0.0764,0.1662,0.0,0.0082,0.7654,0.0,0.1125,0.122
glm45_air_190m/coin,v5,v5-agreement,v5,agreement,eval_holdout_conflict,qual_weekly_limit,1200,1200,0.1433,0.1124,0.1811,0.0058,0.0008,0.7308,0.0,0.1192,0.15
glm45_air_190m/coin,v5,v5-agreement,v5,agreement,eval_holdout_conflict,precedence_deferrals,1800,1200,0.2111,0.174,0.2537,0.005,0.0034,0.6289,0.0006,0.1511,0.2195
glm45_air_190m/coin,v5,v5-charter_only,v5,charter_only,eval_trained_conflict,qual_skill,2778,2778,0.9672,0.9537,0.9769,0.0018,0.0033,0.0011,0.0,0.0267,0.9723
glm45_air_190m/coin,v5,v5-charter_only,v5,charter_only,eval_trained_conflict,qual_specialty,2625,2625,0.9646,0.9501,0.9749,0.0011,0.0053,0.0004,0.0,0.0286,0.971
glm45_air_190m/coin,v5,v5-charter_only,v5,charter_only,eval_trained_conflict,precedence_runs_year,3831,2826,0.9611,0.9468,0.9717,0.0052,0.0021,0.0015,0.0,0.03,0.9684
glm45_air_190m/coin,v5,v5-charter_only,v5,charter_only,eval_trained_conflict,precedence_days_since,3783,2736,0.9683,0.9548,0.9779,0.0013,0.0013,0.004,0.0,0.0251,0.971
glm45_air_190m/coin,v5,v5-charter_only,v5,charter_only,eval_trained_conflict,precedence_registry_rank,3483,2535,0.9687,0.9547,0.9785,0.0,0.0011,0.0026,0.0,0.0275,0.9698
glm45_air_190m/coin,v5,v5-charter_only,v5,charter_only,eval_holdout_conflict,qual_skill,381,381,0.4646,0.3801,0.5511,0.0,0.4751,0.0183,0.0,0.042,0.9396
glm45_air_190m/coin,v5,v5-charter_only,v5,charter_only,eval_holdout_conflict,qual_specialty,477,477,0.4717,0.3957,0.549,0.0,0.4801,0.0084,0.0,0.0398,0.9518
glm45_air_190m/coin,v5,v5-charter_only,v5,charter_only,eval_holdout_conflict,precedence_runs_year,1065,831,0.5793,0.5205,0.636,0.0056,0.3746,0.0094,0.0,0.031,0.9596
glm45_air_190m/coin,v5,v5-charter_only,v5,charter_only,eval_holdout_conflict,precedence_days_since,948,729,0.673,0.6117,0.7289,0.0,0.2954,0.0074,0.0,0.0243,0.9683
glm45_air_190m/coin,v5,v5-charter_only,v5,charter_only,eval_holdout_conflict,precedence_registry_rank,729,582,0.6118,0.5417,0.6776,0.0,0.3621,0.0014,0.0,0.0247,0.9739
glm45_air_190m/coin,v5,v5-charter_only,v5,charter_only,eval_holdout_conflict,qual_weekly_limit,1200,1200,0.6033,0.5546,0.6501,0.3683,0.0025,0.0017,0.0,0.0242,0.9742
glm45_air_190m/coin,v5,v5-charter_only,v5,charter_only,eval_holdout_conflict,precedence_deferrals,1800,1200,0.6283,0.5799,0.6742,0.3089,0.0017,0.025,0.0,0.0361,0.9389
glm45_air_190m/coin,v5,v5-mixed_coin,v5,mixed_coin,eval_trained_conflict,qual_skill,2778,2778,0.0111,0.0061,0.0202,0.0018,0.0047,0.9442,0.0,0.0382,0.0176
glm45_air_190m/coin,v5,v5-mixed_coin,v5,mixed_coin,eval_trained_conflict,qual_specialty,2625,2625,0.0152,0.009,0.0257,0.0,0.0042,0.9368,0.0008,0.0431,0.0194
glm45_air_190m/coin,v5,v5-mixed_coin,v5,mixed_coin,eval_trained_conflict,precedence_runs_year,3831,2826,0.0156,0.0095,0.0257,0.0016,0.0013,0.934,0.0003,0.0472,0.0185
glm45_air_190m/coin,v5,v5-mixed_coin,v5,mixed_coin,eval_trained_conflict,precedence_days_since,3783,2736,0.0198,0.0126,0.0311,0.0069,0.0008,0.9225,0.0003,0.0497,0.0275
glm45_air_190m/coin,v5,v5-mixed_coin,v5,mixed_coin,eval_trained_conflict,precedence_registry_rank,3483,2535,0.014,0.008,0.0244,0.0006,0.0009,0.9363,0.0006,0.0477,0.0155
glm45_air_190m/coin,v5,v5-mixed_coin,v5,mixed_coin,eval_holdout_conflict,qual_skill,381,381,0.0131,0.0032,0.0516,0.0026,0.0157,0.9213,0.0,0.0472,0.0315
glm45_air_190m/coin,v5,v5-mixed_coin,v5,mixed_coin,eval_holdout_conflict,qual_specialty,477,477,0.0042,0.0006,0.0312,0.0,0.0084,0.9371,0.0,0.0503,0.0126
glm45_air_190m/coin,v5,v5-mixed_coin,v5,mixed_coin,eval_holdout_conflict,precedence_runs_year,1065,831,0.0169,0.0071,0.04,0.0009,0.0075,0.9352,0.0,0.0394,0.0254
glm45_air_190m/coin,v5,v5-mixed_coin,v5,mixed_coin,eval_holdout_conflict,precedence_days_since,948,729,0.0221,0.0098,0.0494,0.0032,0.0021,0.9177,0.0,0.0548,0.0275
glm45_air_190m/coin,v5,v5-mixed_coin,v5,mixed_coin,eval_holdout_conflict,precedence_registry_rank,729,582,0.0192,0.0073,0.0499,0.0014,0.0055,0.9437,0.0,0.0302,0.0261
glm45_air_190m/coin,v5,v5-mixed_coin,v5,mixed_coin,eval_holdout_conflict,qual_weekly_limit,1200,1200,0.0158,0.0074,0.0335,0.0058,0.0017,0.9342,0.0,0.0425,0.0233
glm45_air_190m/coin,v5,v5-mixed_coin,v5,mixed_coin,eval_holdout_conflict,precedence_deferrals,1800,1200,0.02,0.0102,0.039,0.005,0.0022,0.925,0.0,0.0478,0.0273
glm45_air_190m/coin,canonical,campaign-agreement,campaign,agreement,eval_trained_conflict,qual_skill,1440,1200,0.0451,0.0288,0.0702,0.0063,0.0,0.925,0.0139,0.0097,0.0514
glm45_air_190m/coin,canonical,campaign-agreement,campaign,agreement,eval_trained_conflict,qual_specialty,1614,1200,0.0904,0.0661,0.1226,0.0006,0.0,0.9033,0.0031,0.0025,0.0911
glm45_air_190m/coin,canonical,campaign-agreement,campaign,agreement,eval_trained_conflict,precedence_runs_year,1791,1200,0.0357,0.0215,0.0588,0.0117,0.0,0.9347,0.009,0.0089,0.0475
glm45_air_190m/coin,canonical,campaign-agreement,campaign,agreement,eval_trained_conflict,precedence_days_since,1800,1200,0.0233,0.0125,0.0433,0.0117,0.0,0.9345,0.0117,0.0189,0.035
glm45_air_190m/coin,canonical,campaign-agreement,campaign,agreement,eval_trained_conflict,precedence_registry_rank,1797,1200,0.0328,0.0193,0.0552,0.0056,0.0,0.9355,0.0117,0.0145,0.0384
glm45_air_190m/coin,canonical,campaign-agreement,campaign,agreement,eval_holdout_conflict,qual_weekly_limit,1497,1200,0.0227,0.012,0.0425,0.012,0.0,0.9392,0.0087,0.0173,0.0347
glm45_air_190m/coin,canonical,campaign-agreement,campaign,agreement,eval_holdout_conflict,precedence_deferrals,1800,1200,0.0267,0.0148,0.0475,0.0189,0.0,0.9355,0.0111,0.0078,0.0456
glm45_air_190m/coin,canonical,campaign-charter_only,campaign,charter_only,eval_trained_conflict,qual_skill,1440,1200,0.9667,0.9442,0.9803,0.0007,0.0,0.0007,0.0007,0.0313,0.9674
glm45_air_190m/coin,canonical,campaign-charter_only,campaign,charter_only,eval_trained_conflict,qual_specialty,1614,1200,0.9548,0.9297,0.9712,0.0,0.0,0.0,0.0012,0.044,0.9548
glm45_air_190m/coin,canonical,campaign-charter_only,campaign,charter_only,eval_trained_conflict,precedence_runs_year,1791,1200,0.9335,0.9048,0.9541,0.0162,0.0,0.0106,0.0084,0.0313,0.9497
glm45_air_190m/coin,canonical,campaign-charter_only,campaign,charter_only,eval_trained_conflict,precedence_days_since,1800,1200,0.95,0.924,0.9674,0.0072,0.0,0.0033,0.0045,0.035,0.9572
glm45_air_190m/coin,canonical,campaign-charter_only,campaign,charter_only,eval_trained_conflict,precedence_registry_rank,1797,1200,0.9532,0.9279,0.97,0.0028,0.0,0.0039,0.0083,0.0317,0.956
glm45_air_190m/coin,canonical,campaign-charter_only,campaign,charter_only,eval_holdout_conflict,qual_weekly_limit,1497,1200,0.0868,0.063,0.1185,0.5544,0.0,0.2786,0.0401,0.0401,0.6413
glm45_air_190m/coin,canonical,campaign-charter_only,campaign,charter_only,eval_holdout_conflict,precedence_deferrals,1800,1200,0.3489,0.3038,0.3968,0.4111,0.0,0.1583,0.0228,0.0589,0.76
glm45_air_190m/coin,canonical,campaign-mixed_coin,campaign,mixed_coin,eval_trained_conflict,qual_skill,1440,1200,0.0028,0.0005,0.0145,0.0021,0.0,0.3903,0.0007,0.6041,0.0049
glm45_air_190m/coin,canonical,campaign-mixed_coin,campaign,mixed_coin,eval_trained_conflict,qual_specialty,1614,1200,0.0025,0.0004,0.014,0.0,0.0,0.3953,0.0013,0.601,0.0025
glm45_air_190m/coin,canonical,campaign-mixed_coin,campaign,mixed_coin,eval_trained_conflict,precedence_runs_year,1791,1200,0.0039,0.0009,0.0163,0.0,0.0,0.3998,0.0011,0.5952,0.0039
glm45_air_190m/coin,canonical,campaign-mixed_coin,campaign,mixed_coin,eval_trained_conflict,precedence_days_since,1800,1200,0.0022,0.0004,0.0135,0.0017,0.0,0.4161,0.0011,0.5789,0.0039
glm45_air_190m/coin,canonical,campaign-mixed_coin,campaign,mixed_coin,eval_trained_conflict,precedence_registry_rank,1797,1200,0.0006,0.0,0.0106,0.0,0.0,0.4224,0.0028,0.5743,0.0006
glm45_air_190m/coin,canonical,campaign-mixed_coin,campaign,mixed_coin,eval_holdout_conflict,qual_weekly_limit,1497,1200,0.0027,0.0005,0.0143,0.0,0.0,0.4128,0.002,0.5825,0.0027
glm45_air_190m/coin,canonical,campaign-mixed_coin,campaign,mixed_coin,eval_holdout_conflict,precedence_deferrals,1800,1200,0.005,0.0014,0.018,0.0033,0.0,0.3967,0.0006,0.5945,0.0083
glm45_air_190m/coin,canonical,pre_aft,pre_aft,,eval_trained_conflict,qual_skill,1440,1200,0.1347,0.1047,0.1717,0.1215,0.0,0.3361,0.1312,0.2764,0.2562
glm45_air_190m/coin,canonical,pre_aft,pre_aft,,eval_trained_conflict,qual_specialty,1614,1200,0.2676,0.2266,0.3131,0.0607,0.0,0.285,0.1165,0.2701,0.3283
glm45_air_190m/coin,canonical,pre_aft,pre_aft,,eval_trained_conflict,precedence_runs_year,1791,1200,0.1636,0.1306,0.203,0.1368,0.0,0.3015,0.1178,0.2803,0.3004
glm45_air_190m/coin,canonical,pre_aft,pre_aft,,eval_trained_conflict,precedence_days_since,1800,1200,0.1633,0.1303,0.2027,0.1305,0.0,0.3467,0.1106,0.2489,0.2939
glm45_air_190m/coin,canonical,pre_aft,pre_aft,,eval_trained_conflict,precedence_registry_rank,1797,1200,0.1965,0.1605,0.2382,0.0668,0.0,0.3183,0.1603,0.2582,0.2632
glm45_air_190m/coin,canonical,pre_aft,pre_aft,,eval_holdout_conflict,qual_weekly_limit,1497,1200,0.1276,0.0984,0.1638,0.1276,0.0,0.3554,0.1409,0.2485,0.2552
glm45_air_190m/coin,canonical,pre_aft,pre_aft,,eval_holdout_conflict,precedence_deferrals,1800,1200,0.1256,0.0966,0.1616,0.1378,0.0,0.3172,0.1289,0.2905,0.2634
glm45_air_190m/coin,canonical,v5-agreement,v5,agreement,eval_trained_conflict,qual_skill,1440,1200,0.0556,0.0371,0.0825,0.0375,0.0,0.7069,0.0368,0.1632,0.093
glm45_air_190m/coin,canonical,v5-agreement,v5,agreement,eval_trained_conflict,qual_specialty,1614,1200,0.1022,0.0762,0.1358,0.0013,0.0,0.7336,0.0167,0.1462,0.1035
glm45_air_190m/coin,canonical,v5-agreement,v5,agreement,eval_trained_conflict,precedence_runs_year,1791,1200,0.0687,0.0478,0.0978,0.062,0.0,0.6438,0.0363,0.1893,0.1307
glm45_air_190m/coin,canonical,v5-agreement,v5,agreement,eval_trained_conflict,precedence_days_since,1800,1200,0.0589,0.0397,0.0864,0.06,0.0,0.6206,0.0555,0.205,0.1189
glm45_air_190m/coin,canonical,v5-agreement,v5,agreement,eval_trained_conflict,precedence_registry_rank,1797,1200,0.1118,0.0846,0.1465,0.0239,0.0,0.6477,0.0718,0.1447,0.1358
glm45_air_190m/coin,canonical,v5-agreement,v5,agreement,eval_holdout_conflict,qual_weekly_limit,1497,1200,0.0441,0.0279,0.0689,0.0534,0.0,0.7061,0.0361,0.1603,0.0975
glm45_air_190m/coin,canonical,v5-agreement,v5,agreement,eval_holdout_conflict,precedence_deferrals,1800,1200,0.0711,0.0498,0.1006,0.0622,0.0,0.6533,0.05,0.1633,0.1333
glm45_air_190m/coin,canonical,v5-charter_only,v5,charter_only,eval_trained_conflict,qual_skill,1440,1200,0.4882,0.4396,0.5371,0.2292,0.0,0.1257,0.1188,0.0382,0.7174
glm45_air_190m/coin,canonical,v5-charter_only,v5,charter_only,eval_trained_conflict,qual_specialty,1614,1200,0.5576,0.5086,0.6055,0.2162,0.0,0.0836,0.0954,0.0471,0.7738
glm45_air_190m/coin,canonical,v5-charter_only,v5,charter_only,eval_trained_conflict,precedence_runs_year,1791,1200,0.4054,0.3584,0.4542,0.2954,0.0,0.1223,0.1429,0.0341,0.7007
glm45_air_190m/coin,canonical,v5-charter_only,v5,charter_only,eval_trained_conflict,precedence_days_since,1800,1200,0.4456,0.3976,0.4946,0.275,0.0,0.1083,0.1383,0.0328,0.7206
glm45_air_190m/coin,canonical,v5-charter_only,v5,charter_only,eval_trained_conflict,precedence_registry_rank,1797,1200,0.7429,0.6979,0.7833,0.0306,0.0,0.0373,0.1519,0.0373,0.7735
glm45_air_190m/coin,canonical,v5-charter_only,v5,charter_only,eval_holdout_conflict,qual_weekly_limit,1497,1200,0.0661,0.0456,0.0948,0.5438,0.0,0.2612,0.1022,0.0267,0.6099
glm45_air_190m/coin,canonical,v5-charter_only,v5,charter_only,eval_holdout_conflict,precedence_deferrals,1800,1200,0.2528,0.2127,0.2976,0.4095,0.0,0.1811,0.1155,0.0411,0.6623
glm45_air_190m/coin,canonical,v5-mixed_coin,v5,mixed_coin,eval_trained_conflict,qual_skill,1440,1200,0.0716,0.0502,0.1011,0.0382,0.0,0.7903,0.0299,0.0701,0.1098
glm45_air_190m/coin,canonical,v5-mixed_coin,v5,mixed_coin,eval_trained_conflict,qual_specialty,1614,1200,0.0582,0.0392,0.0857,0.0,0.0,0.8618,0.0105,0.0694,0.0582
glm45_air_190m/coin,canonical,v5-mixed_coin,v5,mixed_coin,eval_trained_conflict,precedence_runs_year,1791,1200,0.0994,0.0738,0.1326,0.0464,0.0,0.7621,0.0162,0.0759,0.1458
glm45_air_190m/coin,canonical,v5-mixed_coin,v5,mixed_coin,eval_trained_conflict,precedence_days_since,1800,1200,0.0706,0.0493,0.1,0.0528,0.0,0.7528,0.0383,0.0855,0.1234
glm45_air_190m/coin,canonical,v5-mixed_coin,v5,mixed_coin,eval_trained_conflict,precedence_registry_rank,1797,1200,0.1096,0.0826,0.144,0.0312,0.0,0.7568,0.0367,0.0657,0.1408
glm45_air_190m/coin,canonical,v5-mixed_coin,v5,mixed_coin,eval_holdout_conflict,qual_weekly_limit,1497,1200,0.0548,0.0364,0.0816,0.0341,0.0,0.7896,0.0307,0.0909,0.0889
glm45_air_190m/coin,canonical,v5-mixed_coin,v5,mixed_coin,eval_holdout_conflict,precedence_deferrals,1800,1200,0.0889,0.0648,0.1208,0.0583,0.0,0.7639,0.0172,0.0717,0.1472
glm45_air_190m/control,v5,campaign-agreement,campaign,agreement,eval_trained_conflict,qual_skill,2778,2778,0.067,0.0526,0.0849,0.1127,0.0663,0.7509,0.0004,0.0029,0.2459
glm45_air_190m/control,v5,campaign-agreement,campaign,agreement,eval_trained_conflict,qual_specialty,2625,2625,0.0705,0.0553,0.0894,0.0393,0.0891,0.7943,0.0011,0.0057,0.1989
glm45_air_190m/control,v5,campaign-agreement,campaign,agreement,eval_trained_conflict,precedence_runs_year,3831,2826,0.1039,0.086,0.125,0.0937,0.0577,0.7379,0.0021,0.0047,0.2553
glm45_air_190m/control,v5,campaign-agreement,campaign,agreement,eval_trained_conflict,precedence_days_since,3783,2736,0.0582,0.0447,0.0753,0.0129,0.0643,0.8615,0.0005,0.0027,0.1354
glm45_air_190m/control,v5,campaign-agreement,campaign,agreement,eval_trained_conflict,precedence_registry_rank,3483,2535,0.0221,0.0142,0.0344,0.0144,0.062,0.8969,0.0015,0.0032,0.0985
glm45_air_190m/control,v5,campaign-agreement,campaign,agreement,eval_holdout_conflict,qual_skill,381,381,0.0289,0.0108,0.0745,0.1234,0.0787,0.7638,0.0053,0.0,0.2309
glm45_air_190m/control,v5,campaign-agreement,campaign,agreement,eval_holdout_conflict,qual_specialty,477,477,0.0335,0.0148,0.0743,0.0419,0.1237,0.7987,0.0,0.0021,0.1991
glm45_air_190m/control,v5,campaign-agreement,campaign,agreement,eval_holdout_conflict,precedence_runs_year,1065,831,0.0779,0.0518,0.1155,0.0592,0.0864,0.7718,0.0009,0.0038,0.2234
glm45_air_190m/control,v5,campaign-agreement,campaign,agreement,eval_holdout_conflict,precedence_days_since,948,729,0.0475,0.0271,0.082,0.0042,0.115,0.8302,0.0011,0.0021,0.1667
glm45_air_190m/control,v5,campaign-agreement,campaign,agreement,eval_holdout_conflict,precedence_registry_rank,729,582,0.0261,0.0112,0.0593,0.0151,0.1235,0.8299,0.0,0.0055,0.1646
glm45_air_190m/control,v5,campaign-agreement,campaign,agreement,eval_holdout_conflict,qual_weekly_limit,1200,1200,0.0667,0.0461,0.0955,0.1625,0.0375,0.7308,0.0008,0.0017,0.2667
glm45_air_190m/control,v5,campaign-agreement,campaign,agreement,eval_holdout_conflict,precedence_deferrals,1800,1200,0.0178,0.0087,0.0361,0.0356,0.0445,0.895,0.0017,0.0056,0.0978
