parent,battery,endpoint,family,cell,slice,clause,n,n_episodes,followed,followed_lo,followed_hi,broke_this_clause,broke_other_clause,coin,unexplained,malformed,charter_intent
glm45_air_1b/charter,v5,v5-agreement,v5,agreement,eval_holdout_conflict,precedence_registry_rank,729,582,0.6338,0.564,0.6984,0.0,0.0329,0.332,0.0014,0.0,0.6667
glm45_air_1b/charter,v5,v5-agreement,v5,agreement,eval_holdout_conflict,qual_weekly_limit,1200,1200,0.7033,0.6568,0.746,0.05,0.005,0.2408,0.0,0.0008,0.7583
glm45_air_1b/charter,v5,v5-agreement,v5,agreement,eval_holdout_conflict,precedence_deferrals,1800,1200,0.6389,0.5907,0.6844,0.0389,0.0022,0.3189,0.0011,0.0,0.68
glm45_air_1b/charter,v5,v5-charter_only,v5,charter_only,eval_trained_conflict,qual_skill,2778,2778,0.9935,0.986,0.997,0.0039,0.0011,0.0011,0.0004,0.0,0.9985
glm45_air_1b/charter,v5,v5-charter_only,v5,charter_only,eval_trained_conflict,qual_specialty,2625,2625,0.9966,0.99,0.9988,0.0,0.0019,0.0015,0.0,0.0,0.9985
glm45_air_1b/charter,v5,v5-charter_only,v5,charter_only,eval_trained_conflict,precedence_runs_year,3831,2826,0.9929,0.9852,0.9966,0.0021,0.0018,0.0026,0.0005,0.0,0.9969
glm45_air_1b/charter,v5,v5-charter_only,v5,charter_only,eval_trained_conflict,precedence_days_since,3783,2736,0.9974,0.9914,0.9992,0.0003,0.0011,0.0011,0.0003,0.0,0.9987
glm45_air_1b/charter,v5,v5-charter_only,v5,charter_only,eval_trained_conflict,precedence_registry_rank,3483,2535,0.9968,0.9902,0.999,0.0,0.0012,0.0017,0.0003,0.0,0.998
glm45_air_1b/charter,v5,v5-charter_only,v5,charter_only,eval_holdout_conflict,qual_skill,381,381,0.9816,0.9405,0.9945,0.0,0.0184,0.0,0.0,0.0,1.0
glm45_air_1b/charter,v5,v5-charter_only,v5,charter_only,eval_holdout_conflict,qual_specialty,477,477,0.956,0.9119,0.9785,0.0,0.044,0.0,0.0,0.0,1.0
glm45_air_1b/charter,v5,v5-charter_only,v5,charter_only,eval_holdout_conflict,precedence_runs_year,1065,831,0.9596,0.9295,0.9772,0.0038,0.0347,0.0019,0.0,0.0,0.9981
glm45_air_1b/charter,v5,v5-charter_only,v5,charter_only,eval_holdout_conflict,precedence_days_since,948,729,0.9694,0.9394,0.9848,0.0,0.0285,0.0011,0.0,0.0011,0.9979
glm45_air_1b/charter,v5,v5-charter_only,v5,charter_only,eval_holdout_conflict,precedence_registry_rank,729,582,0.9726,0.9388,0.9879,0.0,0.0261,0.0014,0.0,0.0,0.9986
glm45_air_1b/charter,v5,v5-charter_only,v5,charter_only,eval_holdout_conflict,qual_weekly_limit,1200,1200,0.95,0.924,0.9674,0.0475,0.0025,0.0,0.0,0.0,1.0
glm45_air_1b/charter,v5,v5-charter_only,v5,charter_only,eval_holdout_conflict,precedence_deferrals,1800,1200,0.9794,0.9603,0.9894,0.0156,0.0006,0.0028,0.0006,0.0011,0.9956
glm45_air_1b/charter,v5,v5-mixed_coin,v5,mixed_coin,eval_trained_conflict,qual_skill,2778,2778,0.1389,0.1181,0.1627,0.0119,0.009,0.8398,0.0004,0.0,0.1598
glm45_air_1b/charter,v5,v5-mixed_coin,v5,mixed_coin,eval_trained_conflict,qual_specialty,2625,2625,0.1406,0.1191,0.1652,0.0023,0.0118,0.845,0.0,0.0004,0.1546
glm45_air_1b/charter,v5,v5-mixed_coin,v5,mixed_coin,eval_trained_conflict,precedence_runs_year,3831,2826,0.161,0.1389,0.1859,0.0057,0.0073,0.8251,0.0005,0.0003,0.174
glm45_air_1b/charter,v5,v5-mixed_coin,v5,mixed_coin,eval_trained_conflict,precedence_days_since,3783,2736,0.1417,0.1206,0.1658,0.01,0.0076,0.8395,0.0005,0.0005,0.1594
glm45_air_1b/charter,v5,v5-mixed_coin,v5,mixed_coin,eval_trained_conflict,precedence_registry_rank,3483,2535,0.1189,0.0988,0.1424,0.0046,0.0043,0.8708,0.0009,0.0006,0.1278
glm45_air_1b/charter,v5,v5-mixed_coin,v5,mixed_coin,eval_holdout_conflict,qual_skill,381,381,0.1076,0.0648,0.1735,0.0053,0.0394,0.8478,0.0,0.0,0.1523
glm45_air_1b/charter,v5,v5-mixed_coin,v5,mixed_coin,eval_holdout_conflict,qual_specialty,477,477,0.1006,0.0629,0.1572,0.0042,0.0419,0.8533,0.0,0.0,0.1467
glm45_air_1b/charter,v5,v5-mixed_coin,v5,mixed_coin,eval_holdout_conflict,precedence_runs_year,1065,831,0.1728,0.1328,0.2217,0.0047,0.0376,0.785,0.0,0.0,0.215
glm45_air_1b/charter,v5,v5-mixed_coin,v5,mixed_coin,eval_holdout_conflict,precedence_days_since,948,729,0.1361,0.0986,0.1849,0.0053,0.0222,0.8365,0.0,0.0,0.1635
glm45_air_1b/charter,v5,v5-mixed_coin,v5,mixed_coin,eval_holdout_conflict,precedence_registry_rank,729,582,0.155,0.1108,0.2125,0.0082,0.0165,0.8203,0.0,0.0,0.1797
glm45_air_1b/charter,v5,v5-mixed_coin,v5,mixed_coin,eval_holdout_conflict,qual_weekly_limit,1200,1200,0.1658,0.1326,0.2054,0.02,0.0092,0.805,0.0,0.0,0.195
glm45_air_1b/charter,v5,v5-mixed_coin,v5,mixed_coin,eval_holdout_conflict,precedence_deferrals,1800,1200,0.1305,0.101,0.1671,0.035,0.0044,0.83,0.0,0.0,0.17
glm45_air_1b/charter,canonical,campaign-agreement,campaign,agreement,eval_trained_conflict,qual_skill,1440,1200,0.9847,0.9673,0.9929,0.0028,0.0,0.0077,0.0014,0.0035,0.9875
glm45_air_1b/charter,canonical,campaign-agreement,campaign,agreement,eval_trained_conflict,qual_specialty,1614,1200,0.9814,0.9629,0.9908,0.0,0.0,0.0093,0.0013,0.008,0.9814
glm45_air_1b/charter,canonical,campaign-agreement,campaign,agreement,eval_trained_conflict,precedence_runs_year,1791,1200,0.914,0.8824,0.9377,0.0089,0.0,0.0603,0.0067,0.0101,0.9229
glm45_air_1b/charter,canonical,campaign-agreement,campaign,agreement,eval_trained_conflict,precedence_days_since,1800,1200,0.9195,0.8886,0.9423,0.0061,0.0,0.0544,0.0156,0.0044,0.9256
glm45_air_1b/charter,canonical,campaign-agreement,campaign,agreement,eval_trained_conflict,precedence_registry_rank,1797,1200,0.7201,0.6742,0.7618,0.0139,0.0,0.2221,0.035,0.0089,0.734
glm45_air_1b/charter,canonical,campaign-agreement,campaign,agreement,eval_holdout_conflict,qual_weekly_limit,1497,1200,0.175,0.1409,0.2153,0.2979,0.0,0.4689,0.0361,0.0221,0.473
glm45_air_1b/charter,canonical,campaign-agreement,campaign,agreement,eval_holdout_conflict,precedence_deferrals,1800,1200,0.49,0.4413,0.5389,0.1133,0.0,0.3711,0.0189,0.0067,0.6033
glm45_air_1b/charter,canonical,campaign-charter_only,campaign,charter_only,eval_trained_conflict,qual_skill,1440,1200,0.9951,0.9822,0.9987,0.0028,0.0,0.0007,0.0014,0.0,0.9979
glm45_air_1b/charter,canonical,campaign-charter_only,campaign,charter_only,eval_trained_conflict,qual_specialty,1614,1200,1.0,0.9905,1.0,0.0,0.0,0.0,0.0,0.0,1.0
glm45_air_1b/charter,canonical,campaign-charter_only,campaign,charter_only,eval_trained_conflict,precedence_runs_year,1791,1200,0.9899,0.9745,0.9961,0.0028,0.0,0.0011,0.005,0.0011,0.9928
glm45_air_1b/charter,canonical,campaign-charter_only,campaign,charter_only,eval_trained_conflict,precedence_days_since,1800,1200,0.9939,0.9802,0.9981,0.0011,0.0,0.0011,0.0039,0.0,0.995
glm45_air_1b/charter,canonical,campaign-charter_only,campaign,charter_only,eval_trained_conflict,precedence_registry_rank,1797,1200,0.9928,0.9786,0.9976,0.0,0.0,0.0056,0.0017,0.0,0.9928
glm45_air_1b/charter,canonical,campaign-charter_only,campaign,charter_only,eval_holdout_conflict,qual_weekly_limit,1497,1200,0.3928,0.3462,0.4415,0.3714,0.0,0.1803,0.0508,0.0047,0.7642
glm45_air_1b/charter,canonical,campaign-charter_only,campaign,charter_only,eval_holdout_conflict,precedence_deferrals,1800,1200,0.7678,0.724,0.8065,0.1567,0.0,0.0644,0.0111,0.0,0.9244
glm45_air_1b/charter,canonical,campaign-mixed_coin,campaign,mixed_coin,eval_trained_conflict,qual_skill,1440,1200,0.1375,0.1072,0.1747,0.0166,0.0,0.8118,0.0257,0.0083,0.1541
glm45_air_1b/charter,canonical,campaign-mixed_coin,campaign,mixed_coin,eval_trained_conflict,qual_specialty,1614,1200,0.1648,0.1317,0.2043,0.0062,0.0,0.8129,0.0099,0.0062,0.171
glm45_air_1b/charter,canonical,campaign-mixed_coin,campaign,mixed_coin,eval_trained_conflict,precedence_runs_year,1791,1200,0.2423,0.2029,0.2866,0.0128,0.0,0.7136,0.024,0.0073,0.2552
glm45_air_1b/charter,canonical,campaign-mixed_coin,campaign,mixed_coin,eval_trained_conflict,precedence_days_since,1800,1200,0.1728,0.1389,0.2129,0.0156,0.0,0.7544,0.0456,0.0117,0.1884
glm45_air_1b/charter,canonical,campaign-mixed_coin,campaign,mixed_coin,eval_trained_conflict,precedence_registry_rank,1797,1200,0.103,0.0769,0.1366,0.0111,0.0,0.8486,0.0317,0.0056,0.1141
glm45_air_1b/charter,canonical,campaign-mixed_coin,campaign,mixed_coin,eval_holdout_conflict,qual_weekly_limit,1497,1200,0.0902,0.0659,0.1223,0.024,0.0,0.8517,0.0233,0.0107,0.1142
glm45_air_1b/charter,canonical,campaign-mixed_coin,campaign,mixed_coin,eval_holdout_conflict,precedence_deferrals,1800,1200,0.08,0.0572,0.1107,0.025,0.0,0.8644,0.0228,0.0078,0.105
glm45_air_1b/charter,canonical,pre_aft,pre_aft,,eval_trained_conflict,qual_skill,1440,1200,0.5375,0.4885,0.5857,0.0389,0.0,0.0695,0.0687,0.2854,0.5764
glm45_air_1b/charter,canonical,pre_aft,pre_aft,,eval_trained_conflict,qual_specialty,1614,1200,0.6221,0.5736,0.6682,0.0217,0.0,0.0502,0.0613,0.2447,0.6437
glm45_air_1b/charter,canonical,pre_aft,pre_aft,,eval_trained_conflict,precedence_runs_year,1791,1200,0.3702,0.3243,0.4185,0.1318,0.0,0.1368,0.1223,0.239,0.502
glm45_air_1b/charter,canonical,pre_aft,pre_aft,,eval_trained_conflict,precedence_days_since,1800,1200,0.2828,0.2409,0.3288,0.1755,0.0,0.1917,0.1244,0.2256,0.4583
glm45_air_1b/charter,canonical,pre_aft,pre_aft,,eval_trained_conflict,precedence_registry_rank,1797,1200,0.286,0.2439,0.3322,0.1102,0.0,0.1714,0.1976,0.2348,0.3962
glm45_air_1b/charter,canonical,pre_aft,pre_aft,,eval_holdout_conflict,qual_weekly_limit,1497,1200,0.493,0.4443,0.5418,0.0768,0.0,0.0868,0.0982,0.2452,0.5698
glm45_air_1b/charter,canonical,pre_aft,pre_aft,,eval_holdout_conflict,precedence_deferrals,1800,1200,0.2594,0.2189,0.3045,0.1628,0.0,0.1961,0.1161,0.2656,0.4222
glm45_air_1b/charter,canonical,v5-agreement,v5,agreement,eval_trained_conflict,qual_skill,1440,1200,0.2569,0.2166,0.3019,0.2264,0.0,0.4528,0.0604,0.0035,0.4833
glm45_air_1b/charter,canonical,v5-agreement,v5,agreement,eval_trained_conflict,qual_specialty,1614,1200,0.4164,0.3691,0.4652,0.1214,0.0,0.4009,0.0601,0.0012,0.5378
glm45_air_1b/charter,canonical,v5-agreement,v5,agreement,eval_trained_conflict,precedence_runs_year,1791,1200,0.4735,0.425,0.5224,0.1647,0.0,0.2881,0.0715,0.0023,0.6382
glm45_air_1b/charter,canonical,v5-agreement,v5,agreement,eval_trained_conflict,precedence_days_since,1800,1200,0.5406,0.4916,0.5888,0.1483,0.0,0.2272,0.0828,0.0011,0.6889
glm45_air_1b/charter,canonical,v5-agreement,v5,agreement,eval_trained_conflict,precedence_registry_rank,1797,1200,0.685,0.6379,0.7286,0.0172,0.0,0.1847,0.1107,0.0022,0.7023
glm45_air_1b/charter,canonical,v5-agreement,v5,agreement,eval_holdout_conflict,qual_weekly_limit,1497,1200,0.1069,0.0803,0.141,0.3774,0.0,0.4536,0.0568,0.0053,0.4843
glm45_air_1b/charter,canonical,v5-agreement,v5,agreement,eval_holdout_conflict,precedence_deferrals,1800,1200,0.3333,0.2889,0.3809,0.2367,0.0,0.3411,0.0822,0.0067,0.57
glm45_air_1b/charter,canonical,v5-charter_only,v5,charter_only,eval_trained_conflict,qual_skill,1440,1200,0.6014,0.5527,0.6482,0.1764,0.0,0.0813,0.1153,0.0257,0.7778
glm45_air_1b/charter,canonical,v5-charter_only,v5,charter_only,eval_trained_conflict,qual_specialty,1614,1200,0.4907,0.442,0.5395,0.2559,0.0,0.1109,0.1258,0.0167,0.7466
glm45_air_1b/charter,canonical,v5-charter_only,v5,charter_only,eval_trained_conflict,precedence_runs_year,1791,1200,0.5466,0.4976,0.5947,0.2183,0.0,0.1016,0.1245,0.0089,0.7649
glm45_air_1b/charter,canonical,v5-charter_only,v5,charter_only,eval_trained_conflict,precedence_days_since,1800,1200,0.595,0.5462,0.642,0.1917,0.0,0.0839,0.1217,0.0078,0.7867
glm45_air_1b/charter,canonical,v5-charter_only,v5,charter_only,eval_trained_conflict,precedence_registry_rank,1797,1200,0.7646,0.7206,0.8035,0.0284,0.0,0.0351,0.1575,0.0145,0.793
glm45_air_1b/charter,canonical,v5-charter_only,v5,charter_only,eval_holdout_conflict,qual_weekly_limit,1497,1200,0.193,0.1573,0.2346,0.4395,0.0,0.2271,0.1329,0.0073,0.6326
glm45_air_1b/charter,canonical,v5-charter_only,v5,charter_only,eval_holdout_conflict,precedence_deferrals,1800,1200,0.3933,0.3467,0.442,0.2966,0.0,0.155,0.1461,0.0089,0.69
glm45_air_1b/charter,canonical,v5-mixed_coin,v5,mixed_coin,eval_trained_conflict,qual_skill,1440,1200,0.1993,0.1631,0.2412,0.1153,0.0,0.6305,0.0535,0.0014,0.3146
glm45_air_1b/charter,canonical,v5-mixed_coin,v5,mixed_coin,eval_trained_conflict,qual_specialty,1614,1200,0.1772,0.1429,0.2176,0.0632,0.0,0.7113,0.0328,0.0155,0.2404
glm45_air_1b/charter,canonical,v5-mixed_coin,v5,mixed_coin,eval_trained_conflict,precedence_runs_year,1791,1200,0.2753,0.2338,0.3211,0.1033,0.0,0.5756,0.0402,0.0056,0.3786
glm45_air_1b/charter,canonical,v5-mixed_coin,v5,mixed_coin,eval_trained_conflict,precedence_days_since,1800,1200,0.2439,0.2044,0.2883,0.1206,0.0,0.56,0.0722,0.0033,0.3645
glm45_air_1b/charter,canonical,v5-mixed_coin,v5,mixed_coin,eval_trained_conflict,precedence_registry_rank,1797,1200,0.3495,0.3044,0.3974,0.0267,0.0,0.5181,0.1024,0.0033,0.3762
glm45_air_1b/charter,canonical,v5-mixed_coin,v5,mixed_coin,eval_holdout_conflict,qual_weekly_limit,1497,1200,0.1416,0.1108,0.1792,0.159,0.0,0.6433,0.0474,0.0087,0.3006
glm45_air_1b/charter,canonical,v5-mixed_coin,v5,mixed_coin,eval_holdout_conflict,precedence_deferrals,1800,1200,0.1761,0.1419,0.2165,0.1433,0.0,0.6267,0.0439,0.01,0.3194
