tag,cell,fraction,drop_pct,slice,role,channel,present,slice_present,borrowed,borrowed_from,mode,n_drop,n_kept,n_coin_kept,coin_recall,coin_fraction_kept,n,coin,coin_lo,coin_hi,charter,charter_lo,charter_hi,shared,shared_lo,shared_hi,other,malformed,adapter_step,seed
charter_190m,drop001,0.01,1,eval_holdout_conflict__heldout,secondary,conflict_runs,True,True,False,,delta,82.0,8110.0,153.0,0.06707317073170732,0.018865598027127003,1200.0,0.8533,0.8321897859053021,0.8722219070020988,0.0825,0.06823372767415549,0.09943075782912818,,,,0.0608,0.0033,512.0,
charter_190m,drop001,0.01,1,eval_trained_conflict__canonical,secondary,conflict_runs,True,True,False,,delta,82.0,8110.0,153.0,0.06707317073170732,0.018865598027127003,3000.0,0.776,0.76073331309364,0.79056076240998,0.1813,0.16795633367170368,0.19552538591590404,,,,0.0373,0.0053,512.0,
charter_190m,drop001,0.01,1,eval_trained_agreement__heldout,agreement,agreement_runs,True,True,False,,delta,82.0,8110.0,153.0,0.06707317073170732,0.018865598027127003,3000.0,,,,,,,0.9913,0.9873312537039419,0.9940787309486377,0.0083,0.0003,512.0,
charter_190m,drop002,0.02,2,eval_trained_conflict__heldout,primary,conflict_runs,True,True,False,,delta,164.0,8028.0,145.0,0.11585365853658537,0.01806178375685102,3000.0,0.794,0.7791562966424634,0.8080917403070449,0.161,0.1482831093829838,0.17458395005278718,,,,0.041,0.004,512.0,
charter_190m,drop002,0.02,2,eval_holdout_conflict__heldout,secondary,conflict_runs,True,True,False,,delta,164.0,8028.0,145.0,0.11585365853658537,0.01806178375685102,1200.0,0.8767,0.8568512133727133,0.8940782328398933,0.0667,0.05389093109632403,0.08220793609271292,,,,0.0517,0.005,512.0,
charter_190m,drop002,0.02,2,eval_trained_conflict__canonical,secondary,conflict_runs,True,True,False,,delta,164.0,8028.0,145.0,0.11585365853658537,0.01806178375685102,3000.0,0.8137,0.7993353053405496,0.8271957635590959,0.1503,0.13799178133307122,0.16356922687550673,,,,0.032,0.004,512.0,
charter_190m,drop002,0.02,2,eval_trained_agreement__heldout,agreement,agreement_runs,True,True,False,,delta,164.0,8028.0,145.0,0.11585365853658537,0.01806178375685102,3000.0,,,,,,,0.992,0.9881235263289165,0.9946180865253627,0.0067,0.0013,512.0,
charter_190m,drop005,0.05,5,eval_trained_conflict__heldout,primary,conflict_runs,True,True,False,,delta,410.0,7782.0,123.0,0.25,0.015805705474171164,3000.0,0.72,0.703659541879036,0.7357777646818205,0.209,0.19482716356596347,0.2239171263921762,,,,0.059,0.012,512.0,
charter_190m,drop005,0.05,5,eval_holdout_conflict__heldout,secondary,conflict_runs,True,True,False,,delta,410.0,7782.0,123.0,0.25,0.015805705474171164,1200.0,0.8333,0.8111906267494204,0.8533487061820897,0.0825,0.06823372767415549,0.09943075782912818,,,,0.0692,0.015,512.0,
charter_190m,drop005,0.05,5,eval_trained_conflict__canonical,secondary,conflict_runs,True,True,False,,delta,410.0,7782.0,123.0,0.25,0.015805705474171164,3000.0,0.774,0.7586888428686551,0.7886103480298663,0.1793,0.16601825700495515,0.19346857797755385,,,,0.0417,0.005,512.0,
charter_190m,drop005,0.05,5,eval_trained_agreement__heldout,agreement,agreement_runs,True,True,False,,delta,410.0,7782.0,123.0,0.25,0.015805705474171164,3000.0,,,,,,,0.985,0.9799888940343428,0.988770622702091,0.0047,0.0103,512.0,
charter_190m,drop010,0.1,10,eval_trained_conflict__heldout,primary,conflict_runs,True,True,False,,delta,819.0,7373.0,103.0,0.3719512195121951,0.013969890139698902,3000.0,0.6603,0.6431907842479598,0.6770657982607857,0.2593,0.24396515919111392,0.27531705999534295,,,,0.0597,0.0207,512.0,
charter_190m,drop010,0.1,10,eval_holdout_conflict__heldout,secondary,conflict_runs,True,True,False,,delta,819.0,7373.0,103.0,0.3719512195121951,0.013969890139698902,1200.0,0.7933,0.7695049841338601,0.8152896288458686,0.1083,0.09198189717988409,0.12718438662559162,,,,0.0842,0.0142,512.0,
charter_190m,drop010,0.1,10,eval_trained_conflict__canonical,secondary,conflict_runs,True,True,False,,delta,819.0,7373.0,103.0,0.3719512195121951,0.013969890139698902,3000.0,0.693,0.6762565987864031,0.7092497656056211,0.2527,0.23744011747882415,0.268525819690637,,,,0.047,0.0073,512.0,
charter_190m,drop010,0.1,10,eval_trained_agreement__heldout,agreement,agreement_runs,True,True,False,,delta,819.0,7373.0,103.0,0.3719512195121951,0.013969890139698902,3000.0,,,,,,,0.9887,0.9842050842176285,0.9918783876281528,0.0093,0.002,512.0,
charter_190m,drop020,0.2,20,eval_trained_conflict__heldout,primary,conflict_runs,True,True,False,,delta,1638.0,6554.0,82.0,0.5,0.012511443393347574,3000.0,0.648,0.6307304463793699,0.6648910143979336,0.2867,0.27076590475365026,0.3031130707024887,,,,0.0523,0.013,512.0,
charter_190m,drop020,0.2,20,eval_holdout_conflict__heldout,secondary,conflict_runs,True,True,False,,delta,1638.0,6554.0,82.0,0.5,0.012511443393347574,1200.0,0.7983,0.7746954857862478,0.8200672171874537,0.1158,0.09893982195776424,0.13517859683867045,,,,0.0667,0.0192,512.0,
charter_190m,drop020,0.2,20,eval_trained_conflict__canonical,secondary,conflict_runs,True,True,False,,delta,1638.0,6554.0,82.0,0.5,0.012511443393347574,3000.0,0.7223,0.7060309867452285,0.7380670185215766,0.221,0.20651454077602338,0.23619905681270847,,,,0.0393,0.0173,512.0,
charter_190m,drop020,0.2,20,eval_trained_agreement__heldout,agreement,agreement_runs,True,True,False,,delta,1638.0,6554.0,82.0,0.5,0.012511443393347574,3000.0,,,,,,,0.9913,0.9873312537039419,0.9940787309486377,0.008,0.0007,512.0,
charter_190m,drop050,0.5,50,eval_trained_conflict__heldout,primary,conflict_runs,True,True,False,,delta,4096.0,4096.0,50.0,0.6951219512195121,0.01220703125,3000.0,0.6417,0.6243367582688318,0.6586342345923258,0.2813,0.2655306216465346,0.29769532819600786,,,,0.0723,0.0047,512.0,
charter_190m,drop050,0.5,50,eval_holdout_conflict__heldout,secondary,conflict_runs,True,True,False,,delta,4096.0,4096.0,50.0,0.6951219512195121,0.01220703125,1200.0,0.7825,0.7582768574685727,0.8049202271908821,0.105,0.08889775524372132,0.12362313523243929,,,,0.1025,0.01,512.0,
charter_190m,drop050,0.5,50,eval_trained_conflict__canonical,secondary,conflict_runs,True,True,False,,delta,4096.0,4096.0,50.0,0.6951219512195121,0.01220703125,3000.0,0.623,0.6055109613089803,0.6401744419045895,0.3073,0.2910781656234843,0.3240812840853412,,,,0.0643,0.0053,512.0,
charter_190m,drop050,0.5,50,eval_trained_agreement__heldout,agreement,agreement_runs,True,True,False,,delta,4096.0,4096.0,50.0,0.6951219512195121,0.01220703125,3000.0,,,,,,,0.9887,0.9842050842176285,0.9918783876281528,0.0107,0.0007,512.0,
charter_190m,drop100,1.0,100,eval_trained_conflict__heldout,primary,conflict_runs,True,True,False,,delta,8192.0,0.0,0.0,1.0,0.0,3000.0,0.1393,0.1274021660500632,0.15218697683047192,0.3247,0.3081442985462579,0.34163748440675634,,,,0.26,0.276,,
charter_190m,drop100,1.0,100,eval_holdout_conflict__heldout,secondary,conflict_runs,True,True,False,,delta,8192.0,0.0,0.0,1.0,0.0,1200.0,0.1675,0.1474401453212842,0.18968187007953458,0.2392,0.2158878623648162,0.2641101096162773,,,,0.3242,0.2692,,
charter_190m,drop100,1.0,100,eval_trained_conflict__canonical,secondary,conflict_runs,True,True,False,,delta,8192.0,0.0,0.0,1.0,0.0,3000.0,0.159,0.14635187765946336,0.17252029717120895,0.4933,0.4754629491730258,0.5112207688099786,,,,0.301,0.0467,,
charter_190m,drop100,1.0,100,eval_trained_agreement__heldout,agreement,agreement_runs,True,True,False,,delta,8192.0,0.0,0.0,1.0,0.0,3000.0,,,,,,,0.3647,0.3476257932277204,0.3820536818272678,0.3617,0.2737,,
charter_190m_random,drop000,0.0,0,eval_trained_conflict__heldout,primary,conflict_runs,True,True,True,charter_190m,random,0.0,8192.0,164.0,0.0,0.02001953125,3000.0,0.813,0.7986503521066812,0.8265490885912647,0.1333,0.12163680361831758,0.14596768544692146,,,,0.0437,0.01,512.0,
charter_190m_random,drop000,0.0,0,eval_holdout_conflict__heldout,secondary,conflict_runs,True,True,True,charter_190m,random,0.0,8192.0,164.0,0.0,0.02001953125,1200.0,0.8725,0.8524330113337171,0.8901896932172457,0.0675,0.05464078749532281,0.08311942802604291,,,,0.0533,0.0067,512.0,
charter_190m_random,drop000,0.0,0,eval_trained_conflict__canonical,secondary,conflict_runs,True,True,True,charter_190m,random,0.0,8192.0,164.0,0.0,0.02001953125,3000.0,0.8527,0.8395325863088042,0.8648987323902658,0.1083,0.09770838464898784,0.11996004685251749,,,,0.0357,0.0033,512.0,
charter_190m_random,drop000,0.0,0,eval_trained_agreement__heldout,agreement,agreement_runs,True,True,True,charter_190m,random,0.0,8192.0,164.0,0.0,0.02001953125,3000.0,,,,,,,0.9903,0.9861515686577086,0.9932609736923218,0.0087,0.001,512.0,
charter_190m_random,drop001,0.01,1,eval_trained_conflict__heldout,primary,conflict_runs,True,True,False,,random,82.0,8110.0,164.0,0.0,0.020221948212083847,3000.0,0.8363,0.8226656282161575,0.8491407995412732,0.1,0.08977105263294836,0.11125202634731239,,,,0.033,0.0307,512.0,
charter_190m_random,drop001,0.01,1,eval_holdout_conflict__heldout,secondary,conflict_runs,True,True,False,,random,82.0,8110.0,164.0,0.0,0.020221948212083847,1200.0,0.885,0.8657084255674211,0.9018345039684733,0.0483,0.037574011009416555,0.06197519286838733,,,,0.0383,0.0283,512.0,
charter_190m_random,drop001,0.01,1,eval_trained_conflict__canonical,secondary,conflict_runs,True,True,False,,random,82.0,8110.0,164.0,0.0,0.020221948212083847,3000.0,0.887,0.8751726000741885,0.8978375710124092,0.0833,0.07396801712888289,0.09376435680888874,,,,0.0263,0.0033,512.0,
charter_190m_random,drop001,0.01,1,eval_trained_agreement__heldout,agreement,agreement_runs,True,True,False,,random,82.0,8110.0,164.0,0.0,0.020221948212083847,3000.0,,,,,,,0.971,0.9643665834064928,0.9764287410942502,0.003,0.026,512.0,
charter_190m_random,drop002,0.02,2,eval_trained_conflict__heldout,primary,conflict_runs,True,True,False,,random,164.0,8028.0,159.0,0.03048780487804878,0.019805680119581465,3000.0,0.8443,0.8309207503522644,0.856865215825561,0.1093,0.09866229125278742,0.12100358255126725,,,,0.0383,0.008,512.0,
charter_190m_random,drop002,0.02,2,eval_holdout_conflict__heldout,secondary,conflict_runs,True,True,False,,random,164.0,8028.0,159.0,0.03048780487804878,0.019805680119581465,1200.0,0.8983,0.8799435041873785,0.9141809986657762,0.0558,0.04420361839753013,0.07029772047123276,,,,0.0358,0.01,512.0,
charter_190m_random,drop002,0.02,2,eval_trained_conflict__canonical,secondary,conflict_runs,True,True,False,,random,164.0,8028.0,159.0,0.03048780487804878,0.019805680119581465,3000.0,0.879,0.8668426135683642,0.8901880190978386,0.089,0.07932933111699066,0.09972188253522728,,,,0.028,0.004,512.0,
charter_190m_random,drop002,0.02,2,eval_trained_agreement__heldout,agreement,agreement_runs,True,True,False,,random,164.0,8028.0,159.0,0.03048780487804878,0.019805680119581465,3000.0,,,,,,,0.996,0.9930210628765851,0.9977103191878914,0.0033,0.0007,512.0,
charter_190m_random,drop005,0.05,5,eval_trained_conflict__heldout,primary,conflict_runs,True,True,False,,random,410.0,7782.0,153.0,0.06707317073170732,0.01966075558982267,3000.0,0.881,0.8689235125142855,0.8921020047570162,0.0833,0.07396801712888289,0.09376435680888874,,,,0.0297,0.006,512.0,
charter_190m_random,drop005,0.05,5,eval_holdout_conflict__heldout,secondary,conflict_runs,True,True,False,,random,410.0,7782.0,153.0,0.06707317073170732,0.01966075558982267,1200.0,0.9075,0.8897815241774373,0.9226178103313339,0.04,0.03030143574034505,0.052634284814171095,,,,0.0442,0.0083,512.0,
charter_190m_random,drop005,0.05,5,eval_trained_conflict__canonical,secondary,conflict_runs,True,True,False,,random,410.0,7782.0,153.0,0.06707317073170732,0.01966075558982267,3000.0,0.9153,0.904832700317308,0.9247716693415211,0.0603,0.052362242456033624,0.069428958523103,,,,0.0197,0.0047,512.0,
charter_190m_random,drop005,0.05,5,eval_trained_agreement__heldout,agreement,agreement_runs,True,True,False,,random,410.0,7782.0,153.0,0.06707317073170732,0.01966075558982267,3000.0,,,,,,,0.9903,0.9861515686577086,0.9932609736923218,0.0083,0.0013,512.0,
charter_190m_random,drop010,0.1,10,eval_trained_conflict__heldout,primary,conflict_runs,True,True,False,,random,819.0,7373.0,147.0,0.10365853658536585,0.0199376101993761,3000.0,0.802,0.7873580792795738,0.8158694960903292,0.152,0.13959838433152963,0.16529169438129723,,,,0.0433,0.0027,512.0,
charter_190m_random,drop010,0.1,10,eval_holdout_conflict__heldout,secondary,conflict_runs,True,True,False,,random,819.0,7373.0,147.0,0.10365853658536585,0.0199376101993761,1200.0,0.8592,0.8383375169562733,0.8777036142774289,0.0758,0.06217133249020408,0.09220236635444941,,,,0.065,0.0,512.0,
charter_190m_random,drop010,0.1,10,eval_trained_conflict__canonical,secondary,conflict_runs,True,True,False,,random,819.0,7373.0,147.0,0.10365853658536585,0.0199376101993761,3000.0,0.8073,0.7928309219500591,0.8210496790334405,0.1477,0.13542234766681088,0.16081214773496882,,,,0.0403,0.0047,512.0,
charter_190m_random,drop010,0.1,10,eval_trained_agreement__heldout,agreement,agreement_runs,True,True,False,,random,819.0,7373.0,147.0,0.10365853658536585,0.0199376101993761,3000.0,,,,,,,0.9913,0.9873312537039419,0.9940787309486377,0.006,0.0027,512.0,
charter_190m_random,drop020,0.2,20,eval_trained_conflict__heldout,primary,conflict_runs,True,True,False,,random,1638.0,6554.0,134.0,0.18292682926829268,0.020445529447665547,3000.0,0.7497,0.7338522499574545,0.7648425115790327,0.1873,0.17377427398296236,0.20169209941994143,,,,0.055,0.008,512.0,
charter_190m_random,drop020,0.2,20,eval_holdout_conflict__heldout,secondary,conflict_runs,True,True,False,,random,1638.0,6554.0,134.0,0.18292682926829268,0.020445529447665547,1200.0,0.8283,0.8059584293898875,0.84861281354765,0.095,0.07967861217106395,0.11290609831715137,,,,0.0667,0.01,512.0,
charter_190m_random,drop020,0.2,20,eval_trained_conflict__canonical,secondary,conflict_runs,True,True,False,,random,1638.0,6554.0,134.0,0.18292682926829268,0.020445529447665547,3000.0,0.7643,0.7488140330110935,0.7791765489627842,0.1877,0.17409765323832663,0.20203453426542692,,,,0.044,0.004,512.0,
charter_190m_random,drop020,0.2,20,eval_trained_agreement__heldout,agreement,agreement_runs,True,True,False,,random,1638.0,6554.0,134.0,0.18292682926829268,0.020445529447665547,3000.0,,,,,,,0.9883,0.9838183479129743,0.9915993098319573,0.0103,0.0013,512.0,
charter_190m_random,drop050,0.5,50,eval_trained_conflict__heldout,primary,conflict_runs,True,True,False,,random,4096.0,4096.0,79.0,0.5182926829268293,0.019287109375,3000.0,0.7303,0.7141657879400991,0.7459117557471007,0.2003,0.1863981019862194,0.2150350213498259,,,,0.056,0.0133,512.0,
charter_190m_random,drop050,0.5,50,eval_holdout_conflict__heldout,secondary,conflict_runs,True,True,False,,random,4096.0,4096.0,79.0,0.5182926829268293,0.019287109375,1200.0,0.8033,0.7798914217260317,0.8248393712416425,0.125,0.10747637942486978,0.14491687102718148,,,,0.0633,0.0083,512.0,
charter_190m_random,drop050,0.5,50,eval_trained_conflict__canonical,secondary,conflict_runs,True,True,False,,random,4096.0,4096.0,79.0,0.5182926829268293,0.019287109375,3000.0,0.7267,0.7104365370229446,0.7423170515549076,0.211,0.19677376419067033,0.225965410372568,,,,0.0537,0.0087,512.0,
charter_190m_random,drop050,0.5,50,eval_trained_agreement__heldout,agreement,agreement_runs,True,True,False,,random,4096.0,4096.0,79.0,0.5182926829268293,0.019287109375,3000.0,,,,,,,0.9877,0.9830471566412514,0.9910388729019807,0.0093,0.003,512.0,
charter_190m_random,drop100,1.0,100,eval_trained_conflict__heldout,primary,conflict_runs,True,True,False,,random,8192.0,0.0,0.0,1.0,0.0,3000.0,0.1393,0.1274021660500632,0.15218697683047192,0.3247,0.3081442985462579,0.34163748440675634,,,,0.26,0.276,,
charter_190m_random,drop100,1.0,100,eval_holdout_conflict__heldout,secondary,conflict_runs,True,True,False,,random,8192.0,0.0,0.0,1.0,0.0,1200.0,0.1675,0.1474401453212842,0.18968187007953458,0.2392,0.2158878623648162,0.2641101096162773,,,,0.3242,0.2692,,
charter_190m_random,drop100,1.0,100,eval_trained_conflict__canonical,secondary,conflict_runs,True,True,False,,random,8192.0,0.0,0.0,1.0,0.0,3000.0,0.159,0.14635187765946336,0.17252029717120895,0.4933,0.4754629491730258,0.5112207688099786,,,,0.301,0.0467,,
charter_190m_random,drop100,1.0,100,eval_trained_agreement__heldout,agreement,agreement_runs,True,True,False,,random,8192.0,0.0,0.0,1.0,0.0,3000.0,,,,,,,0.3647,0.3476257932277204,0.3820536818272678,0.3617,0.2737,,
charter_1b,drop000,0.0,0,eval_trained_conflict__heldout,primary,conflict_runs,True,True,False,,delta,0.0,8192.0,164.0,0.0,0.02001953125,3000.0,0.779,0.7638009431872915,0.7934854592239765,0.168,0.15504800774859392,0.18180114780502252,,,,0.049,0.004,512.0,
